Data;Hora;Profissional;Categoria Serviço;Serviço;Cliente;Sexo;Valor;Fechamento Conta;Status
24/05/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 69;Feminino;85;Fechada;Finalizado
24/05/2023;09:00;Profissional 1;Cuidados com Cabelo;Lavar e Secar P;Cliente 69;Feminino;35;Fechada;Finalizado
24/05/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 69;Feminino;45;Fechada;Finalizado
24/05/2023;09:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 28;Feminino;155;Fechada;Finalizado
24/05/2023;09:30;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 28;Feminino;105;Fechada;Finalizado
24/05/2023;10:30;Profissional 1;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
24/05/2023;11:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 19;Feminino;120;Fechada;Finalizado
24/05/2023;11:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 19;Feminino;90;Fechada;Finalizado
24/05/2023;11:00;Profissional 1;Cuidados com Cabelo;Lavar e Secar P;Cliente 19;Feminino;40;Fechada;Finalizado
24/05/2023;11:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 43;Feminino;45;Fechada;Finalizado
24/05/2023;11:30;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK,OLORCHE OU CPR M;Cliente 4;Feminino;147;Fechada;Finalizado
24/05/2023;12:30;Profissional 1;Cuidados com Cabelo;hidratação Muzza;Cliente 70;Feminino;79,9;Fechada;Finalizado
24/05/2023;12:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 70;Feminino;40;Fechada;Finalizado
24/05/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 18;Feminino;45;Aberta;Cancelado
24/05/2023;14:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Orloche, Keune, Joico M;Cliente 45;Feminino;140;Fechada;Finalizado
24/05/2023;14:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 45;Feminino;120;Fechada;Finalizado
24/05/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
24/05/2023;16:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 10;Feminino;155;Fechada;Finalizado
24/05/2023;16:00;Profissional 2;Cuidados com Cabelo;Nutrição KEUNE YOU M;Cliente 10;Feminino;175;Fechada;Finalizado
25/05/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 14;Feminino;27;Fechada;Finalizado
25/05/2023;11:00;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 42;Feminino;297;Fechada;Finalizado
25/05/2023;11:00;Profissional 4;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Fechada;Finalizado
25/05/2023;14:30;Profissional 2;Cuidados com Cabelo;BABYLISS  P;Cliente 10;Feminino;35;Fechada;Finalizado
25/05/2023;14:30;Profissional 4;Mãos e Pés;Manicure;Cliente 10;Feminino;27;Fechada;Finalizado
25/05/2023;14:30;Profissional 4;Mãos e Pés;Manicure e Pedicure - Francesinha;Cliente 10;Feminino;7;Fechada;Finalizado
25/05/2023;15:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 71;Feminino;65;Fechada;Finalizado
25/05/2023;15:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 71;Feminino;35;Fechada;Finalizado
25/05/2023;15:30;Profissional 6;Mãos e Pés;Manicure;Cliente 71;Feminino;27;Fechada;Finalizado
25/05/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 47;Feminino;45;Fechada;Finalizado
25/05/2023;16:00;Profissional 4;Mãos e Pés;Esmaltação  - ESPECIAL;Cliente 47;Feminino;20;Fechada;Finalizado
26/05/2023;09:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 72;Feminino;120;Fechada;Finalizado
26/05/2023;10:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
26/05/2023;10:00;Profissional 4;Mãos e Pés;Esmaltação  - ESPECIAL;Cliente 45;Feminino;20;Fechada;Finalizado
26/05/2023;10:00;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 73;Feminino;45;Fechada;Finalizado
26/05/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 73;Feminino;27;Fechada;Finalizado
26/05/2023;10:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 74;Feminino;45;Fechada;Finalizado
26/05/2023;10:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 75;Feminino;120;Fechada;Finalizado
26/05/2023;10:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 75;Feminino;45;Fechada;Finalizado
26/05/2023;10:30;Profissional 4;Mãos e Pés;LIXAR PÉS;Cliente 75;Feminino;10;Fechada;Finalizado
26/05/2023;12:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 76;Feminino;148;Fechada;Finalizado
26/05/2023;12:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 6;Feminino;45;Fechada;Finalizado
26/05/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 77;Feminino;45;Fechada;Finalizado
26/05/2023;15:30;Profissional 1;Cuidados com Cabelo;Corte FEMININO;Cliente 78;Feminino;120;Fechada;Finalizado
26/05/2023;15:30;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 78;Feminino;32,5;Fechada;Finalizado
26/05/2023;15:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 78;Feminino;32,5;Fechada;Finalizado
26/05/2023;15:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 78;Feminino;45;Fechada;Finalizado
26/05/2023;15:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 79;Feminino;45;Fechada;Finalizado
27/05/2023;09:00;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
27/05/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 52;Feminino;27;Fechada;Finalizado
27/05/2023;10:00;Profissional 2;Cuidados com Cabelo;BABYLISS  P;Cliente 10;Feminino;35;Fechada;Finalizado
27/05/2023;10:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 10;Feminino;40;Fechada;Finalizado
27/05/2023;10:00;Profissional 5;Cuidados com Cabelo;Lavar e Secar P;Cliente 10;Feminino;20;Fechada;Finalizado
27/05/2023;12:00;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK,OLORCHE OU CPR G;Cliente 80;Feminino;144;Fechada;Finalizado
27/05/2023;12:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 80;Feminino;40;Fechada;Finalizado
27/05/2023;12:00;Profissional 6;Mãos e Pés;Esmaltação  - ESPECIAL;Cliente 80;Feminino;7;Fechada;Finalizado
27/05/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 81;Feminino;45;Fechada;Finalizado
27/05/2023;12:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 82;Feminino;65;Fechada;Finalizado
27/05/2023;12:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 82;Feminino;50;Fechada;Finalizado
27/05/2023;14:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 44;Feminino;27;Fechada;Finalizado
27/05/2023;14:00;Profissional 6;Manicure;Alongamento Soft Gel;Cliente 44;Feminino;150;Fechada;Finalizado
27/05/2023;14:00;Profissional 6;Mãos e Pés;Esmaltação  - ESPECIAL;Cliente 44;Feminino;20;Fechada;Finalizado
27/05/2023;14:30;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 5;Feminino;55;Fechada;Finalizado
27/05/2023;14:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 5;Feminino;40;Fechada;Finalizado
27/05/2023;14:30;Profissional 4;Mãos e Pés;Manicure;Cliente 5;Feminino;27;Fechada;Finalizado
28/05/2023;10:30;Profissional 6;Mãos e Pés - Unhas Artificiais;Remoção;Cliente 1;Feminino;60;Fechada;Finalizado
28/05/2023;10:30;Profissional 6;Mãos e Pés;Manicure;Cliente 1;Feminino;27;Fechada;Finalizado
30/05/2023;10:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
30/05/2023;10:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
30/05/2023;10:00;Profissional 4;Mãos e Pés;Esmaltação - Mãos;Cliente 1;Feminino;15;Fechada;Finalizado
30/05/2023;10:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 62;Feminino;155;Fechada;Finalizado
30/05/2023;10:30;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 62;Feminino;145;Fechada;Finalizado
30/05/2023;10:30;Profissional 3;Cuidados com Cabelo;Mechas;Cliente 62;Feminino;250;Fechada;Finalizado
30/05/2023;12:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 4;Feminino;40;Fechada;Finalizado
30/05/2023;12:30;Profissional 2;Cuidados com Cabelo;hidratação Muzza;Cliente 4;Feminino;79,9;Fechada;Finalizado
30/05/2023;14:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 39;Feminino;45;Fechada;Finalizado
30/05/2023;16:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 83;Feminino;40;Fechada;Finalizado
30/05/2023;16:30;Profissional 5;Cuidados com Cabelo;hidratação Muzza;Cliente 83;Feminino;79,9;Fechada;Finalizado
31/05/2023;09:00;Profissional 1;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
31/05/2023;09:00;Profissional 1;Cuidados com Cabelo;Null;Cliente 23;Feminino;35;Fechada;Finalizado
31/05/2023;15:00;Profissional 1;Cuidados com Cabelo;Null;Cliente 53;Feminino;65;Fechada;Finalizado
31/05/2023;15:00;Profissional 4;Mãos e Pés;Manicure;Cliente 53;Feminino;27;Fechada;Finalizado
31/05/2023;15:00;Profissional 4;Mãos e Pés;Esmaltação  - ESPECIAL;Cliente 53;Feminino;20;Fechada;Finalizado
31/05/2023;15:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 53;Feminino;50;Fechada;Finalizado
31/05/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 18;Feminino;45;Aberta;Cancelado
31/05/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
01/06/2023;09:00;Profissional 6;Mãos e Pés;Manicure;Cliente 36;Feminino;27;Fechada;Finalizado
01/06/2023;10:00;Profissional 6;Manicure;Alongamento Soft Gel;Cliente 84;Feminino;150;Aberta;Cancelado
01/06/2023;10:00;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
01/06/2023;14:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 7;Feminino;45;Fechada;Finalizado
01/06/2023;14:30;Profissional 5;Cuidados com Cabelo;Realinhamento Capilar Salvatore;Cliente 85;Feminino;310;Fechada;Finalizado
02/06/2023;10:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;65;Fechada;Finalizado
02/06/2023;10:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 86;Feminino;40;Fechada;Finalizado
02/06/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 86;Feminino;27;Fechada;Finalizado
02/06/2023;10:30;Profissional 1;Cuidados com Cabelo;Lavar e Secar P;Cliente 87;Feminino;25;Fechada;Finalizado
02/06/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 6;Feminino;45;Fechada;Finalizado
02/06/2023;12:30;Profissional 4;Mãos e Pés;Manicure;Cliente 87;Feminino;27;Fechada;Finalizado
02/06/2023;13:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 60;Feminino;138,5;Fechada;Finalizado
02/06/2023;13:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 60;Feminino;40;Fechada;Finalizado
02/06/2023;17:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
02/06/2023;17:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 20;Feminino;45;Fechada;Finalizado
03/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 49;Feminino;45;Fechada;Finalizado
03/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 49;Feminino;142;Fechada;Finalizado
03/06/2023;09:30;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
03/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
03/06/2023;09:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 37;Feminino;45;Fechada;Finalizado
03/06/2023;09:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 88;Feminino;120;Fechada;Finalizado
03/06/2023;09:30;Profissional 1;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 88;Feminino;136;Fechada;Finalizado
03/06/2023;10:00;Profissional 5;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 89;Feminino;136;Fechada;Finalizado
03/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 32;Feminino;155;Fechada;Finalizado
03/06/2023;10:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 32;Feminino;45;Fechada;Finalizado
03/06/2023;11:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 52;Feminino;45;Fechada;Finalizado
03/06/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 50;Feminino;45;Fechada;Finalizado
03/06/2023;13:00;Profissional 4;Mãos e Pés;Manicure;Cliente 24;Feminino;27;Fechada;Finalizado
03/06/2023;13:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 25;Feminino;65;Fechada;Finalizado
03/06/2023;13:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 25;Feminino;35;Fechada;Finalizado
03/06/2023;13:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 25;Feminino;45;Fechada;Finalizado
03/06/2023;14:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 8;Feminino;65;Fechada;Finalizado
03/06/2023;14:30;Profissional 4;Mãos e Pés;Manicure;Cliente 33;Feminino;27;Fechada;Finalizado
03/06/2023;16:00;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK,OLORCHE OU CPR M;Cliente 27;Feminino;156;Fechada;Finalizado
03/06/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 27;Feminino;45;Fechada;Finalizado
03/06/2023;16:30;Profissional 3;Cuidados com Cabelo;Hidratação Takae P;Cliente 90;Feminino;165;Fechada;Finalizado
03/06/2023;16:30;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 90;Feminino;130;Fechada;Finalizado
03/06/2023;16:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 90;Feminino;130;Fechada;Finalizado
03/06/2023;16:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 90;Feminino;65;Fechada;Finalizado
03/06/2023;16:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 90;Feminino;27;Fechada;Finalizado
03/06/2023;18:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 21;Feminino;230;Fechada;Finalizado
03/06/2023;18:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 21;Feminino;120;Fechada;Finalizado
06/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 39;Feminino;175;Fechada;Finalizado
06/06/2023;09:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 39;Feminino;27;Fechada;Finalizado
06/06/2023;09:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 39;Feminino;30;Fechada;Finalizado
06/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 39;Feminino;165;Fechada;Finalizado
06/06/2023;10:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 45;Feminino;120;Fechada;Finalizado
06/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 86;Feminino;31,5;Fechada;Finalizado
06/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;58,5;Fechada;Finalizado
06/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 26;Feminino;45;Fechada;Finalizado
06/06/2023;14:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 91;Feminino;95;Fechada;Finalizado
06/06/2023;14:30;Profissional 1;Cuidados com Cabelo;Lavar e Secar P;Cliente 91;Feminino;25;Fechada;Finalizado
06/06/2023;16:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 60;Feminino;45;Fechada;Finalizado
06/06/2023;16:00;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 60;Feminino;155;Fechada;Finalizado
06/06/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 5;Feminino;45;Fechada;Finalizado
06/06/2023;16:00;Profissional 1;Cuidados com Cabelo;Escova M;Cliente 5;Feminino;55;Fechada;Finalizado
07/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 14;Feminino;45;Fechada;Finalizado
07/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 31;Feminino;155;Fechada;Finalizado
07/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 31;Feminino;45;Fechada;Finalizado
07/06/2023;10:30;Profissional 1;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
07/06/2023;10:30;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
07/06/2023;13:30;Profissional 4;Mãos e Pés;Manicure;Cliente 18;Feminino;27;Fechada;Finalizado
07/06/2023;13:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 30;Feminino;65;Fechada;Finalizado
07/06/2023;13:30;Profissional 2;Cuidados com Cabelo;Escova e Prancha;Cliente 30;Feminino;40;Fechada;Finalizado
07/06/2023;13:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 18;Feminino;55;Fechada;Finalizado
07/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure;Cliente 10;Feminino;27;Fechada;Finalizado
07/06/2023;14:00;Profissional 1;Cuidados com Cabelo;Nutrição P.H;Cliente 38;Feminino;180;Fechada;Finalizado
07/06/2023;14:00;Profissional 1;Cuidados com Cabelo;Null;Cliente 38;Feminino;35;Aberta;Cancelado
07/06/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
07/06/2023;15:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 77;Feminino;55;Fechada;Finalizado
07/06/2023;15:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 77;Feminino;45;Fechada;Finalizado
07/06/2023;16:30;Profissional 2;Cuidados com Cabelo;Lavar e Secar P;Cliente 92;Feminino;35;Fechada;Finalizado
07/06/2023;16:30;Profissional 1;Modelar pontas;BABYLISS M;Cliente 92;Feminino;85;Fechada;Finalizado
07/06/2023;16:30;Profissional 4;Mãos e Pés;Manicure;Cliente 92;Feminino;27;Fechada;Finalizado
07/06/2023;16:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 92;Feminino;30;Fechada;Finalizado
08/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 66;Feminino;90;Fechada;Finalizado
08/06/2023;10:00;Profissional 1;Cuidados com Cabelo;Realinhamento Capilar Salvatore;Cliente 28;Feminino;250;Fechada;Finalizado
08/06/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 28;Feminino;27;Fechada;Finalizado
08/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 93;Feminino;155;Fechada;Finalizado
08/06/2023;10:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 93;Feminino;120;Fechada;Finalizado
08/06/2023;13:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 4;Feminino;136;Fechada;Finalizado
08/06/2023;13:00;Profissional 3;Cuidados com Cabelo;Nutrição P.H;Cliente 94;Feminino;185;Fechada;Finalizado
08/06/2023;13:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 94;Feminino;45;Fechada;Finalizado
09/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 95;Feminino;45;Fechada;Finalizado
09/06/2023;09:00;Profissional 1;Cuidados com Cabelo;Escova M;Cliente 95;Feminino;55;Fechada;Finalizado
09/06/2023;09:00;Profissional 3;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 95;Feminino;80;Fechada;Finalizado
09/06/2023;09:30;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Orloche, Keune, Joico M;Cliente 96;Feminino;145;Fechada;Finalizado
09/06/2023;10:30;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 91;Feminino;65;Fechada;Finalizado
09/06/2023;10:30;Profissional 3;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 91;Feminino;90;Fechada;Finalizado
09/06/2023;11:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
09/06/2023;11:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 20;Feminino;45;Fechada;Finalizado
09/06/2023;12:30;Profissional 1;Cuidados com Cabelo;hidratação Muzza;Cliente 97;Feminino;65;Fechada;Finalizado
09/06/2023;13:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
09/06/2023;13:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
09/06/2023;13:30;Profissional 6;Manicure;Banho em Gel;Cliente 74;Feminino;150;Fechada;Finalizado
09/06/2023;13:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 74;Feminino;20;Fechada;Finalizado
09/06/2023;14:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 10;Feminino;155;Fechada;Finalizado
09/06/2023;14:30;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 10;Feminino;165;Fechada;Finalizado
10/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 66;Feminino;45;Fechada;Finalizado
10/06/2023;09:00;Profissional 2;Cuidados com Cabelo;Pure Repair P.H;Cliente 66;Feminino;297;Fechada;Finalizado
10/06/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 66;Feminino;45;Aberta;Cancelado
10/06/2023;10:00;Profissional 1;Cuidados com Cabelo;Escova G;Cliente 86;Feminino;58,5;Fechada;Finalizado
10/06/2023;10:00;Profissional 1;Cuidados com Cabelo;Null;Cliente 86;Feminino;31,5;Fechada;Finalizado
10/06/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 86;Feminino;27;Fechada;Finalizado
10/06/2023;10:30;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 24;Feminino;15;Fechada;Finalizado
10/06/2023;10:30;Profissional 2;Cuidados com Cabelo;Lavar e Secar P;Cliente 24;Feminino;35;Fechada;Finalizado
10/06/2023;11:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 29;Feminino;45;Fechada;Finalizado
10/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 98;Feminino;155;Fechada;Finalizado
10/06/2023;12:00;Profissional 2;Cuidados com Cabelo;Nutrição P.H;Cliente 98;Feminino;130;Fechada;Finalizado
10/06/2023;12:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 98;Feminino;120;Fechada;Finalizado
